Language,Language-code,TotalRetweetsInThatLang,IDOfTweet,RetweetCount,Text
(Japanese,ja,231959,780322074342461440,1877,RT @actaaaaaa: WEGOにカプ厨が好きそうな服ある https://t.co/w5qgV5TETw)
(Japanese,ja,231959,709282874210406400,1859,RT @magamitouru: 絵が上手い人は基本絵の評価は「好き」か「興味ない」かで決まり、それ以上口出ししても仕方ないとよくわかっている。逆に絵に対していちいち上手い下手だとか批評してる人は、 それなりの絵が描けないからこそであり、つまり他人の絵を批評したがる人は、絵が下…)
(Japanese,ja,231959,748410967751483393,1858,RT @takane_0406: Mark.R.Isfeld高校を無事卒業出来ました。  大学も合格しているのでそれまで自分の好きなことやって楽しみたいと思います。 https://t.co/hTLPos7Q14)
(Japanese,ja,231959,778871052478783488,1832,RT @myuutasu: 完全に一致でしょ https://t.co/pGkgY22zJi)
(Japanese,ja,231959,780224927374843904,1791,RT @kinro_ntv: 今週は「ヒロイン失格」をテレビ初放送ですぅー😆大好きな幼なじみと結ばれるのはもちろん自分😍…と信じ切っていた自称ヒロインの女子高生はとりさん…😄だけど幼なじみが選んだ相手は…😱桐谷美玲さんの魅力があふれる✨とっても素敵なラブコメディですぅー😊#桐谷…)
(Japanese,ja,231959,780048477657202688,1740,RT @kento_ouen: これこそがドSの頂点だよね💓 めっちゃドキドキする😊  #山﨑賢人 #オオカミ少女と黒王子 https://t.co/yFt4FWpcVV)
(Japanese,ja,231959,774180028116377600,1739,RT @9ma_param: 吉行「銃は剣より強し、じゃあ」 https://t.co/7rY9sYoOGf)
(Japanese,ja,231959,780283288111853568,1718,RT @twi_bakattaa: 彼氏の夢をまともに応援できない強欲女はこちらですか？ https://t.co/L4Zhyyl2Hr)
(Japanese,ja,231959,779485501346557952,1691,RT @t_unchiku: 東西線の放送 「締まりかけの扉に傘を挟む行為はやめてください。またそれを見た子供が真似をするので『大人としてやめてください』」  パーフェクトだ東京メトロ！よくぞ言った！！)
(Japanese,ja,231959,780177300738285568,1690,RT @ryuka_oryu: ええええええ 見に行きたいいいいいいいい けど２週間しか公開されない… https://t.co/cPIhY5j1y3)
(Japanese,ja,231959,780308664586375169,1655,RT @tibinos: 【漫画】胸の大きい子にとってのＹシャツについて①。深刻なバスト隙間問題。Ｙシャツのサイズを胸に合わせるとダボダボ、ウエストに合わせると胸がぱつんぱつんで横からインナーが丸見え！…でもやっぱり、ボディラインやデザイン重視で買いたいのが、シャツなんですよね…)
(Japanese,ja,231959,780304717431713792,1633,RT @saori629: 『Kis-My-Ft2 CONCERT TOUR 2016 I SCREAM』DVD&BRが12/21発売決定！  初回 ドキュメント・ソロドキュメンタリー  通常 副音声・名場面&ハプニング  BR マルチ・MC集・ファイナル映像 https://…)
(Japanese,ja,231959,776548967844683776,1614,RT @satorin111: 【赤ちゃんのウォーターサーバー選びなら】 赤ちゃんのウォーターサーバー選びはママ友の口コミを知るのが鉄則！ https://t.co/EBAQgMTpv0 #watersever #baby https://t.co/6OU4l9kQiS)
(Japanese,ja,231959,766045936694927360,1610,RT @eight_hinasu8: 私これ一年中思ってるの  #共感してくれる人RT  #これを一年中思ってる人RT https://t.co/Se1MmJjmM4)
(Japanese,ja,231959,780241825764290560,1608,RT @KYUSO_NEKOKAMI: キュウソネコカミ 10/26発売の「わかってんだよ」ジャケ写が公開！色々ありますよ！人間だもの！ゼヒ両方購入し、部屋に飾ってください。中身にもコダワリ有り！そして本日のJ-WAVE KINGS PLACE内にて「わかってんだよ」初オンエア…)
(Japanese,ja,231959,780342416947556352,1605,RT @famitsu: 『ZOIDS（ゾイド）』新プロジェクト始動！　謎のティザーサイトを公開!! https://t.co/jRLSZbfAZJ https://t.co/egsOYplKQ2)
(Japanese,ja,231959,780210342831886336,1602,RT @dengekionline: 『黒子のバスケ』黄瀬涼太と紫原敦にフューチャーした総集編第2弾の先行カットが到着 https://t.co/2C4RcNugFb #kurobas #黒子のバスケ https://t.co/7aEDcohzv2)
(Japanese,ja,231959,779993020649254913,1585,RT @rx35z7l0yq99HWE: いい人すぎるやろ https://t.co/0R3H59ryGF)
(Japanese,ja,231959,779939953295753216,1581,RT @nomugicha: これは自分がゲーム会社にいたとき聞かされた言葉ですが、「良いものを限られた期間で作るためには、人を増やすか、金を積むしかない」というのがありました。端的ではありますが人件費というのはクオリティに直結する投資であるということ。それを是非理解していただ…)
(Japanese,ja,231959,779996160589045765,1579,RT @inoari_yama: これ作った人天才ʬʬʬʬʬʬ ヤバイヤバイʬʬʬʬʬʬ #HeySayJUMP https://t.co/xwC8dNe5ed)
(Japanese,ja,231959,780273485390032896,1578,RT @futa_7strings_b: ぼくこういうのにとてもよわい https://t.co/9mEIMlePNA)
(Japanese,ja,231959,764794284453220352,1568,RT @0315Hatachi: 顔笑わんと声だけ笑えるよって自慢してきた https://t.co/BxSD3eDog6)
(Japanese,ja,231959,779906859473829888,1567,RT @kama_iruka: 「イラストを2千円で描いて！」 「おめでとう！あなたが自分で描けば実質0円です！おめでとう！！」 「」)
(Japanese,ja,231959,780247466704678913,1562,RT @ansatsu_anime: 【劇場前売券第２弾】 さらに、描き下ろし絵柄の渚＆業スペシャルペアチケットが２種類登場！ 超体育着を着た３年E組時代の渚＆業と、７年後の成長した渚＆業のペアチケットです。特典は、チケットと同絵柄のブロマイド♪ #暗殺教室 https://t…)
(Japanese,ja,231959,780318661466730496,1541,RT @nakayanreptiles: 新幹線内のニシキヘビ（シマヘビ) についてTwitterがざわついてるけど  ｢あれニシキヘビじゃなくて シマヘビじゃね？？｣ で盛り上がってる人と  ｢メディア側はしっかりと事実を伝えるべき爬虫類界隈の肩身が狭い｣って人と  ｢おい！…)
(Japanese,ja,231959,780325048481570816,1541,RT @xsiseix: 気になったので。RT協力いただけると幸い あなたが初めて同人誌を作ったのは(絵描き、文字書き限らず)
(Japanese,ja,231959,779635734726574080,1519,RT @orange_disney1: こんな秘密があったなんて知らなかった！ https://t.co/UFfH5f1lMs)
(Japanese,ja,231959,757046259786010624,1506,RT @RlHuu9G24nJfZ6O: 羨ましすぎるでしょ…😭😭 Takaの生声で祝ってもらえて、 一生ついてこいよ、とか…😭😭 言われてみたい😁😁 https://t.co/UeJoS3i1tT)
(Japanese,ja,231959,777270108154499072,1502,RT @godhorse: 日刊スポーツに蒲田くん＼(^o^)／ https://t.co/CZvr82rELW)
(Japanese,ja,231959,780078276454690816,1484,RT @kanaya_maji2323: 両片思いな二人の片方が記憶喪失になり他方が「俺の事思い出してくれよ」と叫びたい気持ちを隠し「俺と居ない方が幸せになれるのかもしれない。これで縁を切るいい機会かも」と辛い気持ちを押し殺し精一杯の作り笑顔で「初めまして」と言うのよくない？こ…)
(Japanese,ja,231959,780310765018370049,1458,RT @takeshi_nogami: 日本人の強迫観念  ・休暇は悪・皆勤賞は偉い・睡眠を罪悪と考える ・休息は悪・日中に酒飲むのはクズ・定時出勤は最優先  これは全て小中学校で叩き込まれる強迫観念。 この洗脳を解けば我が国の国富は今の数倍になる)
(Japanese,ja,231959,780245070804987904,1457,RT @KisMyFt2_news: 【DVD/BD】12/21発売『CONCERT TOUR 2016 I SCREAM』 《Blu-ray盤／特典内容》 ・マルチアングルLIVE映像（5曲予定、内容は後日発表） ・全公演MC集 ・ツアーファイナルSP映像（8/14福岡ドーム…)
(Japanese,ja,231959,779245212589711361,1452,RT @princesscafe011: 【殺戮の天使 ✖️ プリンセスカフェ】 池袋3号館にて、10/15よりコラボカフェ開催決定！ 詳細はHP・Twitterにて順次お知らせ致します！お楽しみに！ https://t.co/5ohBMhNis0)
(Japanese,ja,231959,780017374690840576,1441,RT @zokuzoku1209: 付き合ってないけど気になる💭 付き合ってないけど不安なる😶 付き合ってないけど辛くなる😖 付き合ってないけど声聞きたくなる📱 付き合ってないけど会いたくなる🙈 付き合ってないけど側に居たい👫 付き合ってないけど嫉妬する😞  共感RT http…)
(Japanese,ja,231959,767277350648029184,1431,RT @pentabutabu: 息子へ  元気に生まれてくれて本当にありがとう。君のお母さんは、とっても苦労して君を産んでくれました。今日はぼくが代わりに「ありがとう」を言っておくけど、いつか君の口からも、お母さんに感謝を伝えてあげて下さい。  どうか君が幸せな未来をつむいで…)
(Japanese,ja,231959,779131702870368256,1426,RT @ensemble_stars: 「天は俺に味方した……！」  今年もこの季節がやってきた！ 借り物競争ではりきる瀬名の 行く末を見守ろう♪  ↓↓あんスタを今すぐプレイ↓↓ https://t.co/Up2qeoqkDU)
(Japanese,ja,231959,780298029454598145,1422,RT @fashionpressnet: ふるさと祭り東京2017、東京ドームで開催 - 全国の絶品どんぶりやご飯のお供、ご当地麺が大集結 https://t.co/TlrIIPMTyp https://t.co/eYhdldfdPX)
(Japanese,ja,231959,780050055122214912,1392,RT @CHOYAofficial: 関東限定すっぱいウメッシュ1ケースが当たるキャンペーンもいよいよ明日正午まで！@CHOYAofficial をフォロー＆この投稿ＲＴで受付完了♪ 酸味料・香料・着色料無添加ですっぱおいしいウメッシュです！ 今のうちにご応募ください！ htt…)
(Japanese,ja,231959,780347237092110336,1385,RT @animatesaga: 【#おそ松さん/TEL予約OK】11月・今冬発売予定の『ステッカーセット』『キャラバッジコレクション』『ラバーストラップコレクション』『ビッグアクリルキーホルダーコレクション(等身絵柄)』が好評予約受付中！デフォルメも等身も、とっても可愛いので…)
(Japanese,ja,231959,780044253586006017,1378,RT @osomatsu_hkw: 開催中【パレード登場！推し松超絶確率UPガチャ！】 ☆4は推し松のみ登場！ 10連ガチャは☆4が1体確定、今ならさらに2万コインプレゼント！ 開催期間は10月4日(火) まで！ぜひこのチャンスに！ #へそくりウォーズ #へそウォ https:…)
(Japanese,ja,231959,780074303375089665,1351,RT @nrkandu: 男性女性に共通する1番のアドバイスは「ツイッターがうるさい人は十中八九地雷だから付き合わないほうがいい」ってことですね。 ツイッターのうるさい奴らはまじで地雷です。関わりを避けたほうがいいです。)
(Japanese,ja,231959,780027165811191808,1340,RT @imigimuru: 【宣伝】『この美術部には問題がある！』第7巻が9月27日発売です！よろしくお願いいたします！！ #この美 https://t.co/Uedhy22LCx)
(Japanese,ja,231959,780023061655326720,1328,RT @LDH__info: 【動画情報】 9/26 Samantha Vega新CM  ▼E-girls 藤井萩花 藤井夏恋 楓 佐藤晴美  #このCM好きな人RT https://t.co/b7CM7U29Jb)
(Japanese,ja,231959,780297772205379588,1315,RT @hoshinoouka: これで桜内さん(母)より高海さん(母)のほうが年上だったら捗るのでよろしくお願いしますというやつ。 https://t.co/7LDPE0arz9)
(Japanese,ja,231959,780343368878391296,1311,RT @PJ_Itoh: 第29回東京国際映画祭参加決定！10/31(月)「TIFFアニ!!」第1部でスペシャル映像上映や中村悠一、櫻井孝宏の登壇も予定。 詳細は追ってお知らせいたします！https://t.co/WYgNDfwMmv #PJ_Itoh https://t.co…)
(Japanese,ja,231959,780045956192481282,1307,RT @ch3ch2ona: 最低なこと言いますけど、スライムとかが人間襲う時に肛門とか尿道とか狙って体内から食い荒らすタイプ山程いるような世界に魔法あれば肛門強化魔法とか開発されるのは必然だと思うんですよ)
(Japanese,ja,231959,780330817016832000,1303,RT @WithDuffy_TDS: かぼちゃの陰でかくれんぼ。 https://t.co/Veep29lF6N)
(Japanese,ja,231959,780176627388993536,1262,RT @55_kumamon: おはKUMAMONday〜！今週もエイエイモーン！ https://t.co/v3Qd2HsVP0)
(Japanese,ja,231959,780034071686590464,1261,RT @DaikeYamamoto: 9/29のニコ生では、初期から居るキャラの中からも、ある発表があります。昔のキャラが一気に現役に返り咲いて、これぞパズドラ！といえるような発表にしたいと思いますので、よろしくお願いします( ´ ▽ ` )ﾉ)
(Japanese,ja,231959,780314796784615424,1259,RT @minc116: あんずの目は水色? https://t.co/y0qYTvKGsM)
(Japanese,ja,231959,780357098345377792,1259,RT @Getsu9_Suki: 最終話から早1週間。早いような早くないような… 皆さんいかがお過ごしですか？ スキコト仲良し女子、菜々緒さんが両手に花状態😍💕 前室で3人、イチャイチャしてるんだから〜 #好きな人がいること #スキコト #思い出シリーズ https://t.c…)
(Japanese,ja,231959,780247390305423361,1257,RT @345__chan: 鞘師さんが卒業したのは今でも悲しいしんだけど、まーちゃんのパフォーマンスはいまの鞘師さん卒業後の強い決心が感じられてめちゃ好きなんだなあ🤔しゅわぽくう)
(Japanese,ja,231959,779917212098269184,1245,RT @party_P_MUSIC_: ブラックサンダーのCM面白い！  リア充VS非リアのラップバトル https://t.co/YzNqIkL8F7)
(Japanese,ja,231959,780343148371337217,1240,RT @kisi_miku0324: 長崎で特集されました✌🏻  佐世保の母校へ訪問！  TAKAHIROと大樹くん😳💓  @exnews24 https://t.co/ksjaq2qTIt)
(Japanese,ja,231959,780177205863206912,1228,RT @ikutayoshikatsu: こないだ会ったテレビ関係者いわく「豊洲の話は今週辺りから沈静化。結局Ｒ4の二重国籍をやりたくなかった。そこにあったのが豊洲ってことです」 なぁ～るほどぉ！)
(Japanese,ja,231959,780037852667088896,1228,RT @joker_melon: どうやら僕は、メンヘラの闇を見てしまったようです… https://t.co/AO5w2Y6OPP)
(Japanese,ja,231959,780261206389092352,1227,RT @tarusuke_beam: はいさい。 ぐすーよーちゅーがなびら。 沖縄比嘉中でーびる。  #テニフェス2016 https://t.co/mWJf4sFPDW)
(Japanese,ja,231959,780338078288183296,1220,RT @_aoi_fgo_: 種田さんの休業にあたり運営が苦肉の策として「マシュの中に宿ったギャラハッドが奇跡的に復活し表層に出てきた」などと称しマシュが男体化して「レディは少し休んでいるようです！その分はこのギャラハッドが勤めを果たしましょう！先輩♡」(cvたぶん島崎信長)と…)
(Japanese,ja,231959,780257694565269504,1217,RT @hato_kun_: このニュース気に食わないのがセンセーショナルに報道するために福山サイドの名前は出して一方的に評判を落としてるけど、イベント企画会社や人材派遣会社の名前などどこのニュースサイトも載せてないところ。そっちも載せろよ…福山雅治被害者やん… https:/…)
(Japanese,ja,231959,780336427330441217,1196,RT @I_Zunan: 前回のドロッセルみたいなアニメ風でカリオストロを描いてほしいとリクエストをいただいたので。 https://t.co/019NcybRn5)
(Japanese,ja,231959,780348986636898304,1180,RT @KANPURI_doujin: 同人誌の作り方なんて、とにかく欲望や主張をまとめた紙の束を持ってきてくれれば当店の最新型コピー機が本にしますやん！！！！！！！！ https://t.co/UmrZYWXVlp)
(Japanese,ja,231959,780019866673696768,1179,RT @footalk_sosal: 中村俊輔が難病を患う少年に送った"素敵な贈り物"  https://t.co/Yqw5tJbgiL)
(Japanese,ja,231959,780292671088697344,1175,RT @mamoizm: もりくぼが目を合わせてくれるバグの比較だよぉ https://t.co/T2LebGvceN)
(Japanese,ja,231959,780342621411512320,1174,RT @345__chan: 前より更にジャンプができるようになって１年暮らしてる家の中にも「初めて」の場所が続々。  興味津々でかわいすぎる〜😭💕 https://t.co/Ca3fheK0pB)
(Japanese,ja,231959,780037546214428672,1159,RT @toutenkou10105: フランちゃんの羽アレンジ楽しいと思います。 あと6000フォローありがとうございます！ https://t.co/DzCpmUZrWr)
(Japanese,ja,231959,779092933588815872,1157,RT @PremiumMalts_jp: #華金 には #プレモル を。キャンペーン！ 待ちに待った金曜日、どう過ごしますか？@PremiumMalts_jpをフォローして #華金 #プレモル と一緒につぶやくとプレモルが当たるチャンス！この投稿をRTでも応募可！ https:…)
(Japanese,ja,231959,780120274071019520,1140,RT @renkyu2016: お悩みGO📞 #レン救 #誰が出るかはお楽しみ https://t.co/scYgoL5qEl)
(Japanese,ja,231959,780015878129668097,1127,RT @hicochi788: 池上さんの番組で「東京オリンピックで無償ボランティア8万人」は無理だろうからロボットを開発中って事言ってて、「わぁ〜すごい」的な話で終わったけど、 あれ？ロボット1体の製造費って結構するでしょ。そこにお金は流すけど、人間にはお金渡したく無いのがJ…)
(Japanese,ja,231959,780154205189181440,1116,RT @siruba_soul: 銀魂 最終章 銀ノ魂篇 巻頭カラー そしてTVアニメ新シリーズが決定！！ https://t.co/xKTNTM1pbv)
(Japanese,ja,231959,780350367938641920,1110,RT @nikofu252: 何この確定ガチャ…… https://t.co/xDktl0xLCL)
(Japanese,ja,231959,780325096296624128,1090,RT @fubuki_pix: 「同人誌作ってみたい…けど、完成するかどうかわからないからイベント参加申込できない…」って言っていると一生同人誌は出来ないのでとにかくまずは申し込もう。申し込めば同人誌は出来る。出来るんだ。)
(Japanese,ja,231959,770578584482086913,1082,RT @B_Castle346: 【TOB】初めてベルセリアのOPを見た時は感動した。アイゼンが親指を立てながら海に沈んでいくシーンは涙無しには見られなかった。 https://t.co/ym6xFnFsMw)
(Japanese,ja,231959,780240525408428032,1078,RT @gesu_otome: 【「勝手な青春劇」MV公開でゲス！】今年12/7(水)発売の3rdフルアルバム『達磨林檎』（だるまりんご）より、2ndリードトラック「勝手な青春劇」のMVを公開したでゲス！見逃し厳禁！コポゥ！！ https://t.co/WHQqCYpods)
(Japanese,ja,231959,780351868207640576,1077,RT @Nakajin_sekaino: 今晩22時からのSCHOOL OF LOCK!で「Hey Ho」初オンエアするよ！📻 いつもより少しだけ音量大きめ&ヘッドホン推奨！ https://t.co/Z0ZPPw7IiN)
(Japanese,ja,231959,779932459194396672,1067,RT @Azusa1019: (◔౪◔)っこの間の陸奥ちゃんの線画に色つけました。　暗くなりすぎない逆光描写難しいわぁ～～。 https://t.co/w6sluJnkt3)
(Japanese,ja,231959,780240476762886144,1065,RT @Numazu_city_PR: 沼津市役所公式Twitterはじめました！ ラブライブ！サンシャイン‼︎が最終回を迎えたという微妙タイミングでのスタートなんですが・・・ これから沼津の今をたくさんツイートしていきますので、みなさんフォローしてくださいね！)
(Japanese,ja,231959,780017760357068800,1065,RT @tuetue13: 「ごめんなさい！今日は帰りが遅くなったので…これから支度しますね☆」男子寮の炊事担当として働く、女学生時代の鳳翔さん。…好きだ！！ https://t.co/SNYHYTdb4x)
(Japanese,ja,231959,780032426743439361,1024,RT @route08: 博士の作ったスカウターは100万まで測定できます https://t.co/BI6LZWADcX)
(Japanese,ja,231959,780217152427089920,1014,RT @beautybeachcogi: ワンちゃんを飼われている方にお願いです。 獣医さんやトリミングサロンへご自身のワンちゃんを連れて行かれるときに 「知多郡美浜町でコーギーの盗難があった。１０歳と１歳のメス。 心当たりのある子がいたら一報ください」とお伝えいただきたいです。)
(Japanese,ja,231959,780018870794932224,1000,RT @0x730: 「日本人のTwitter好き 」ってあるけど、そりゃ17文字で色々語れって伝統を持つ日本人に140文字も渡したら無限に遊ぶに決まってるピカ)
(Japanese,ja,231959,780290494223949824,996,RT @hirokimiura0324: こんにちは！  昨日は興奮冷めやらず中々寝つけませんでした。  公演期間中の沢山のお手紙やプレゼント、ありがとうございました！ 宝物にします！  座長のかずきくんと！ そのストイックさや公演にかける想いなど、毎日とても刺激をもらっていま…)
(Japanese,ja,231959,768913467273203712,984,RT @TAKATO_SSKGHTMM: ゆっくりやってみる！ #twitter上にいるようちゃん好き全員と繋がることを目標に #渡辺曜  #ようちゃん好きな人RT  #RTした人全員フォローする https://t.co/MCcYiCF2eX)
(Japanese,ja,231959,678496568761180160,976,RT @Yuuurisho: 翔くんの誕生日までに125RTか1250RTを目指したいです‼ ぴったり止めてください‼  自担なので絶対に成功させたいので協力お願いします🙇⤵ #RTしてくれた人フォローします https://t.co/UjZFDKudiZ)
(Japanese,ja,231959,780285415886495745,962,RT @higeoyaji: 東京に戻った！全身イベントお疲れ様でした！楽しかった！今回も沢山の応援声援があって、また次があれば引き続きレトキヨさん達を応援してくれたら嬉しいです！有難う御座いました！そして開演前、来場する皆さんを見守るお二人をパチリ。ほっこり。 https:/…)
(Japanese,ja,231959,780351032614199297,960,RT @tenlock: 【モバマスから】映画の打ち上げ会。神秘的な衣装に瞳、でも中身はいつもの楓さん。 https://t.co/E6GysDwOen)
(Japanese,ja,231959,780331868671520768,954,RT @txfigure: 宇野昌磨選手について、「公認大会で初めて4回転フリップジャンプをした男子フィギュアスケート選手」の記録がギネス世界記録に認定されました。 つきましては、「ジャパンオープン2016 」終了後、公式認定証授与式を行います。 https://t.co/iY…)
(Japanese,ja,231959,780353487808794624,952,RT @serebixi: 【シンデレラガールズ漫画】佐久間まゆ＆五十嵐響子と『お弁当』 https://t.co/57MKxOX5O0)
(Japanese,ja,231959,780051309332271106,940,RT @chinenyume_: スクランブル  やまちね、レアじゃね？笑  #ちねゆめ動画 https://t.co/pn4kHxNyuu)
(Japanese,ja,231959,777706506468810752,926,RT @daigakujiten_1: ■天使かと思った...  #DJPress 、  https://t.co/5plM9pgpTG)
(Japanese,ja,231959,780335602227032064,925,RT @Joestarsaaaaan: ジョースターさぁぁぁあんッ！！！いらすとやさんで一巻の表紙作ってみたぜぇーッ！！！ https://t.co/gqhljlhTqF)
(Japanese,ja,231959,763710597926035457,922,RT @2chaaaan: 私が好きなやえばずを集めただけの動画(ただの私得) https://t.co/cqMK11WoG3)
(Japanese,ja,231959,758315690482806784,916,RT @Jamie_1224: 佐藤勝利の誕生日までに1030RT♡               ✨目指します✨ #1030RTで止めてください!! #勝利担RT #セクガル)
(Japanese,ja,231959,780312189747855360,913,RT @time_of_radio: ピンと来ない方に今回のradikoの新機能を説明すると、「放送一週間以内」「再生ボタンを押してから３時間以内」という制限がありますが、地上波のラジオ放送が聴き直せるようになるんです。しかも面白い部分(時点)をＳＮＳなどでシェアできると。違法…)
(Japanese,ja,231959,779288794402959361,906,RT @kirikirimai1224: ミスド、今日からホットミルクティーおかわりし放題なんすよ。 https://t.co/AuWKxsYzV4)
(Japanese,ja,231959,780263678801129472,905,RT @joker_budou: この人って、サイボーグなんかな。 https://t.co/EYVOXZ24dv)
(Japanese,ja,231959,780050860206231552,897,RT @sohin_3: ﾄﾞｩﾌﾌ鹿島　#艦これ版深夜の真剣お絵描き60分一本勝負 #艦これ版真剣お絵描き60分一本勝負_20160925 https://t.co/C4iDcrQ3yh)
(Japanese,ja,231959,780075249949814784,891,RT @babyraids_JAPAN: @ JAMにてベイビーレイズJAPANのライブにお越しいただいた皆様ありがとうございました。併せて重要なお知らせです。ライブでの注意事項の確認です。 下記のブログをお読みいただき一緒に良いライブを作っていただくよう改めてのお願いです。h…)
(Japanese,ja,231959,780358748678217728,876,RT @takaratomytoys: ゾイドの新しい舞台への挑戦―  _人人人人人人人人人人人人人_ ＞ZOIDS新プロジェクト始動＜ ￣Ｙ^Ｙ^Ｙ^Ｙ^Ｙ^Ｙ^Ｙ^Ｙ^￣  続報をお待ちください！  https://t.co/5XAkBChdmB https://t.co/…)
(Japanese,ja,231959,780028989024772096,852,RT @hey_hey_basho: #語彙力のないハリポタ  そんなポッターさんには緑のベンザ https://t.co/ApFWhNwlsC)
(Japanese,ja,231959,767262991834238976,850,RT @arakis_taipixxx: SMAPと 堂本光一 堂本剛 亀梨和也 田中聖 滝沢秀明 今井翼 薮宏太 八乙女光 藤ヶ谷太輔 玉森裕太 で歌うオリジナルスマイル♪ 笑顔で泣けます(´•̥ω•̥`) https://t.co/KBmzMX4cW2)
(Japanese,ja,231959,780249999691046913,840,RT @mekkokwd: オチが入らなかった https://t.co/fFyxoN0Jm8)
(Japanese,ja,231959,772832336513687552,824,RT @simejinameko: がおー！おかあーさんたべちゃうぞー♡ https://t.co/acsXxPZp9C)
(Japanese,ja,231959,780291413481095168,816,RT @privatemoon: 妊娠中の旦那の言動を私は一生忘れない https://t.co/Vt47RTNyPX  旦那さんめっちゃつよい)
(Japanese,ja,231959,780301284511330304,812,RT @megu0528: じなんちゃん最後コメント間に合わなくて可愛いかよ♡ｗｗｗｗ #ゴゴスマ  #iKON https://t.co/DfmZMKy5Ds)
(Japanese,ja,231959,779928339825823744,805,RT @joker_budou: 普通に彼女います。ってなんだよ こっちは異常に彼女いねえわ。)
(Japanese,ja,231959,768135992008073217,801,RT @mocomax: もうすぐ夏が終わる..！ https://t.co/4zHqAO7M9M)
(Japanese,ja,231959,779934438188654593,798,RT @animenews8765: これは違うと思う人RT https://t.co/Og8Cv0eSlW)
(Japanese,ja,231959,733264043293609984,796,RT @cokata__: あっ　ああっ…　これ…これですよね…… https://t.co/cuHBSnB1v3)
(Japanese,ja,231959,780208094223532033,795,RT @km0219: 最近、小鉄さんの散歩スポットに「カエンタケ」というサンゴ礁に似た毒キノコが大量発生中・・・。   最近、知り合いのワンコがお仕事終了後に、豪快にケリケリしたら、後ろ足がカエンタケに触れたらしく、数時間後虹の橋を渡ってしまいました。   皆さんも気をつけて…)
(Japanese,ja,231959,780292545976807428,781,RT @aoimanabu: ケチっていうのは「お金をバンバン稼ぐのに1円たりとも使いたくない人」の事で 「タダで何かをやってもらおうとしたら断ってくる人」の事じゃないぞ)
(Japanese,ja,231959,780339490497761280,777,RT @darkmaya12: 酒を飲む~ https://t.co/5RfEXBa5fN)
(Japanese,ja,231959,780094112879955969,766,RT @yoroi_jinkotu: ジュリアおめでと～ https://t.co/5XTUjLUhaH)
(Japanese,ja,231959,778877610856026112,761,RT @japan_magi_: これマジで何回見ても笑えるwwww  https://t.co/xPD99em7mM)
(Japanese,ja,231959,780221528512294916,759,RT @HC8boy: マジかわいいの大渋滞 https://t.co/PU425Yr8R8)
(Japanese,ja,231959,780197731142733825,754,RT @yosinotennin: 畑やってて野菜を差し上げると喜ばれるんですが｢無農薬じゃないの｣と露骨にがっかりされることがあり。まあ…農薬を使わず虫や病気と闘うのがどれだけ大変か知らないんですよね。そんな、他人の苦労を消費するだけの人に通じるものを感じるのです。都会の｢持…)
(Japanese,ja,231959,779702891611353089,750,RT @comekino: 酔っ払っちゃったので https://t.co/JZQ6umocAs)
(Japanese,ja,231959,780316426800275456,750,RT @shuto_mi: 出演情報です！！！ がんばるしかない！！！！ Dステ20th『柔道少年』 取ります、あなたの一本。 痛快青春ラブストーリー！  演出・上演台本：中屋敷法仁 出演：宮崎秋人、荒井敦史、三津谷亮、池岡亮介、桜井美南、小林正寛  公式HP：https://…)
(Japanese,ja,231959,779305346703556609,742,RT @ta_kanori36: 無料企画💝  二枚目の箱に沢山入れて発送(^^)❤︎  相場の高いメンバー◎  😽参加方法: フォロー & RT  💟当選UP:引用  ❕締切:10/31 ハロウィンだよ～🎃🍬🍫🍪🍭👻  当選者はツイキャスorツイートで発表👑  沢山の参加待っ…)
(Japanese,ja,231959,780312497777541120,731,RT @Kstyle_news: 10月の「王様のブランチ」エンディングテーマが東方神起に決定したとのこと！来月もチェックが欠かせないですね！ https://t.co/06nhzT1EU2)
(Japanese,ja,231959,780026731302268928,722,RT @1059kanri: あの秀頼、自分の優秀さを家康の前で隠さない事が、逆に危ういという描写はすごいと思いました。なるほど本当に優秀なら、相手が脅威を抱かないようわざと凡庸に振る舞いますね。前田利常みたいに　#真田丸)
(Japanese,ja,231959,780010936824279040,722,RT @Nico_nico_Sou: 映画「聲の形」をりするともふと観てきた～〜 面白いといって良いのかっていう内容だったけどすごく泣いたし色々なことを考えさせられる映画でした…！ 結弦がすきでした https://t.co/SlVcllb9Dk)
(Japanese,ja,231959,780060144029663232,718,RT @simejinameko: 昨日のピックアップでジャックちゃん二人目をお持ち帰りできました記念。 https://t.co/plbdBLL0HY)
(Japanese,ja,231959,780356164198424577,718,RT @kiyo_saiore: 動画投稿ーー！ついに帰ってきたぁあああ！！！このムービーはたまらん。イナイレ良いなあ！！！どうぞーー⇒帰ってきた炎のエースストライカー！おかえり…豪炎寺！『イナズマイレブン2』 #30【実況】 https://t.co/UKlZrXm2TT @…)
(Japanese,ja,231959,780087029673570304,714,RT @moyugenn: うまるちゃんお誕生日おめでとうございます！干物妹がいたら大変だろうけど楽しそう #土間うまる生誕祭2016 #土間うまる生誕祭 #9月26日はうまるの誕生日  #RTした人全員フォローする https://t.co/7EqryEvoHe)
(Japanese,ja,231959,710718470510383104,710,RT @kado_kura: 「こんな格言を知ってる？『猿も木から落ちる』」「それはことわざです」 https://t.co/wTW1PXDuqI)
